,ItemNumber,Category,CategoryName,ItemDescription,BottleVolume(ml),Proof,Imported,Type
305,19112,1011200.0,straight bourbon whiskies,jim beam devil's cut,750.0,90.0,domestic,whiskey
306,36306,1031100.0,american vodkas,hawkeye vodka,750.0,80.0,domestic,vodka
307,87280,1022200.0,100% agave tequila,casamigos blanco,750.0,80.0,domestic,tequila
308,52316,1051100.0,american brandies,christian bros brandy,750.0,80.0,domestic,brandy
309,23828,1011100.0,blended whiskies,five star,1750.0,80.0,domestic,whiskey
310,11786,1012100.0,canadian whiskies,black velvet traveler,750.0,80.0,domestic,whiskey
311,38179,1031100.0,american vodkas,titos handmade vodka,200.0,80.0,domestic,vodka
312,35918,1031100.0,american vodkas,five o'clock vodka,1750.0,80.0,domestic,vodka
313,64865,1081600.0,whiskey liqueur,fireball cinnamon whiskey pet,750.0,66.0,domestic,whiskey
314,11348,1012100.0,canadian whiskies,seagrams v.o. bl canadian whisky pet,1750.0,80.0,domestic,whiskey
315,47786,1052100.0,imported brandies,courvoisier vs cognac,750.0,80.0,imported,brandy
316,28233,1042100.0,imported dry gins,bombay sapphire gin,1000.0,94.0,imported,gin
317,38031,1031100.0,american vodkas,smithworks,750.0,80.0,domestic,vodka
318,5347,1012200.0,scotch whiskies,johnnie walker red label scotch,1000.0,80.0,domestic,whiskey
319,59163,1071100.0,cocktails /rtd,1800 ultimate watermelon margarita,1750.0,20.0,domestic,cocktails
320,36873,1031100.0,american vodkas,blue ox vodka,750.0,80.0,domestic,vodka
321,89339,1022200.0,100% agave tequila,herradura reposado,750.0,80.0,domestic,tequila
322,5327,1012200.0,scotch whiskies,johnnie walker black,1000.0,80.0,domestic,whiskey
323,65195,1082900.0,misc. imported cordials & liqueurs,hpnotiq,750.0,34.0,imported,liqueur
324,43027,1062400.0,spiced rum,admiral nelson spiced rum,1000.0,70.0,domestic,rum
325,20366,1011200.0,straight bourbon whiskies,old forester bourbon 86prf,750.0,86.0,domestic,whiskey
326,77049,1091100.0,american distilled spirit specialty,sir winston apple,750.0,70.0,domestic,other
327,59231,1071100.0,cocktails /rtd,ice box mudslide,1750.0,25.0,domestic,cocktails
328,38177,1031100.0,american vodkas,titos handmade vodka,1000.0,80.0,domestic,vodka
329,45275,1062200.0,puerto rico & virgin islands rum,paramount white rum traveler,750.0,80.0,domestic,rum
330,22215,1011200.0,straight bourbon whiskies,woodford reserve,750.0,90.0,domestic,whiskey
331,36964,1032100.0,imported vodkas,grey goose mini,50.0,80.0,imported,vodka
332,55084,1051110.0,blackberry brandies,paramount blackberry brandy,375.0,75.0,domestic,brandy
333,89617,1022100.0,mixto tequila,sauza cien anos reposado,750.0,80.0,domestic,tequila
334,37233,1031100.0,american vodkas,new amsterdam pet,750.0,80.0,domestic,vodka
335,6316,1012300.0,single malt scotch,tomatin single malt,750.0,86.0,domestic,whiskey
336,41688,1031200.0,american flavored vodka,uv blue raspberry vodka traveller,750.0,60.0,domestic,vodka
337,36887,1031100.0,american vodkas,mccormick vodka,1000.0,80.0,domestic,vodka
338,35946,1031100.0,american vodkas,fleischmann's royal vodka,750.0,80.0,domestic,vodka
339,76413,1091300.0,neutral grain spirits flavored,ole smoky butter pecan moonshine,750.0,35.0,domestic,whiskey
340,14474,1012100.0,canadian whiskies,revel stoke roasted pecan,750.0,70.0,domestic,whiskey
341,73051,1081200.0,cream liqueurs,rumchata mini,500.0,27.0,domestic,liqueur
342,86796,1081600.0,whiskey liqueur,southern host whiskey liqueur,750.0,100.0,domestic,whiskey
343,56195,1051100.0,american brandies,paul masson peach grande amber brandy,375.0,54.0,domestic,brandy
344,34433,1032100.0,imported vodkas,grey goose vodka,750.0,80.0,imported,vodka
345,21208,1011200.0,straight bourbon whiskies,rebel ksbw,1750.0,80.0,domestic,whiskey
346,39699,1031200.0,american flavored vodka,north forty peach vodka,750.0,70.0,domestic,vodka
347,10624,1012100.0,canadian whiskies,canadian club whisky,375.0,80.0,domestic,whiskey
348,37996,1031100.0,american vodkas,smirnoff 80prf,750.0,80.0,domestic,vodka
349,80576,1081400.0,american schnapps,arrow peppermint schnapps,750.0,54.0,domestic,schnapps
350,27369,1011200.0,straight bourbon whiskies,cedar ridge port cask finished bourbon,750.0,94.0,domestic,whiskey
351,36969,1031100.0,american vodkas,new amsterdam vodka,750.0,80.0,domestic,vodka
352,34004,1032100.0,imported vodkas,absolut swedish vodka 80 prf,375.0,80.0,imported,vodka
353,28893,1042100.0,imported dry gins,bombay bramble,750.0,86.0,imported,gin
354,59154,1071100.0,cocktails /rtd,1800 ultimate margarita,1750.0,19.0,domestic,cocktails
355,28081,1011100.0,blended whiskies,prairie fire mini,50.0,70.0,domestic,whiskey
356,36985,1031100.0,american vodkas,blue ox vodka,375.0,80.0,domestic,vodka
357,69634,1082200.0,imported schnapps,dr. mcgillicuddy's cherry schnapps,375.0,30.0,imported,schnapps
358,24451,1011100.0,blended whiskies,kessler blend whiskey mini,500.0,80.0,domestic,whiskey
359,65204,1081200.0,cream liqueurs,tequila rose liqueur mini,500.0,30.0,domestic,liqueur
360,80578,1081400.0,american schnapps,arrow peppermint schnapps,1750.0,54.0,domestic,schnapps
361,18856,1011200.0,straight bourbon whiskies,larceny,750.0,92.0,domestic,whiskey
362,40590,1031200.0,american flavored vodka,new amsterdam peach mini,50.0,80.0,domestic,vodka
363,34188,1032100.0,imported vodkas,effen vodka,750.0,80.0,imported,vodka
364,26261,1011100.0,blended whiskies,foundry bourbon,750.0,80.0,domestic,whiskey
365,43127,1062200.0,puerto rico & virgin islands rum,bacardi superior rum,1000.0,80.0,domestic,rum
366,68127,1081200.0,cream liqueurs,carolan's irish cream liqueur,1000.0,34.0,domestic,liqueur
367,46497,1062400.0,spiced rum,kraken black spiced 70prf,750.0,70.0,domestic,rum
368,84207,1081400.0,american schnapps,99 root beer mini,50.0,99.0,domestic,schnapps
369,43036,1062200.0,puerto rico & virgin islands rum,bacardi gold rum,750.0,80.0,domestic,rum
370,37991,1031100.0,american vodkas,smirnoff 80prf mini,500.0,80.0,domestic,vodka
371,27629,1011100.0,blended whiskies,prairie fire,750.0,70.0,domestic,whiskey
372,35917,1031080.0,vodka 80 proof,five o'clock vodka,1000.0,80.0,domestic,vodka
373,76067,1091300.0,neutral grain spirits flavored,midnight moon watermelon mini,50.0,70.0,domestic,other
374,57144,1071100.0,cocktails /rtd,chi-chi's white russian,1750.0,25.0,domestic,cocktails
375,77740,1031200.0,american flavored vodka,smirnoff raspberry,750.0,70.0,domestic,vodka
376,19227,1011200.0,straight bourbon whiskies,knob creek,1000.0,100.0,domestic,whiskey
377,86881,1081600.0,whiskey liqueur,southern comfort mini,500.0,70.0,domestic,whiskey
378,69940,1082200.0,imported schnapps,rumple minze peppermint mini,500.0,100.0,imported,schnapps
379,28236,1042100.0,imported dry gins,bombay sapphire gin,750.0,94.0,imported,gin
380,12862,1012100.0,canadian whiskies,rich & rare caramel,750.0,70.0,domestic,whiskey
381,24458,1011100.0,blended whiskies,kessler blend whiskey,1750.0,80.0,domestic,whiskey
382,65416,1012400.0,irish whiskies,jameson cold brew,750.0,60.0,domestic,whiskey
383,30056,1041100.0,american dry gins,fleischmann's gin,750.0,80.0,domestic,gin
384,100413,1081600.0,whiskey liqueur,fireball cinnamon whiskey party bucket,50.0,66.0,domestic,whiskey
385,80456,1081200.0,cream liqueurs,ryan's cream liqueur,750.0,34.0,domestic,liqueur
386,41691,1031200.0,american flavored vodka,uv blue raspberry mini,50.0,60.0,domestic,vodka
387,89519,1022200.0,100% agave tequila,espolon anejo,750.0,80.0,domestic,tequila
388,16843,1011200.0,straight bourbon whiskies,bird dog kentucky straight bourbon,750.0,84.0,domestic,whiskey
389,81206,1081300.0,american cordials & liqueur,paramount peppermint schnapps,750.0,50.0,domestic,liqueur
390,5345,1012200.0,scotch whiskies,johnnie walker red,375.0,80.0,domestic,whiskey
391,53213,1051100.0,american brandies,paul masson grande amber brandy,200.0,80.0,domestic,brandy
392,64147,1082000.0,imported cordials & liqueurs,aperol,750.0,22.0,imported,liqueur
393,88363,1022200.0,100% agave tequila,cincoro reposado tequila,750.0,80.0,domestic,tequila
394,63299,1071100.0,cocktails /rtd,on the rocks cocktails larios aviation,200.0,40.0,domestic,cocktails
395,43337,1062400.0,spiced rum,captain morgan spiced rum,1000.0,70.0,domestic,rum
396,37936,1031080.0,vodka 80 proof,skol vodka,750.0,80.0,domestic,vodka
397,89193,1022100.0,mixto tequila,jose cuervo especial reposado tequila,200.0,80.0,domestic,tequila
398,78071,1031200.0,american flavored vodka,smirnoff zero sugar infusion cucumber & lime,750.0,60.0,domestic,vodka
399,89301,1022100.0,mixto tequila,dorado gold tequila,1000.0,80.0,domestic,tequila
400,54446,1051100.0,american brandies,paramount apricot flavored brandy,750.0,75.0,domestic,brandy
401,101296,1011600.0,straight rye whiskies,whistlepig 6yr piggyback rye,50.0,97.0,domestic,whiskey
402,77955,1701100.0,temporary & specialty packages,"smirnoff red, white & berry mini",50.0,60.0,domestic,other
403,75183,1032200.0,imported flavored vodka,ketel one botanical peach & orange blossom,750.0,60.0,imported,vodka
404,86821,1081600.0,whiskey liqueur,old camp peach pecan whiskey,750.0,70.0,domestic,whiskey
405,73055,1081200.0,cream liqueurs,rumchata,750.0,27.0,domestic,liqueur
406,75087,1092100.0,imported distilled spirit specialty,juarez gold dss,1000.0,80.0,imported,other
407,54647,1051100.0,american brandies,arrow blackberry flav brandy,1000.0,60.0,domestic,brandy
408,89533,1022200.0,100% agave tequila,familia camarena reposado,750.0,80.0,domestic,tequila
409,65556,1082100.0,imported cordials & liqueur,luxardo amaretto,750.0,56.0,imported,liqueur
410,65066,1081390.0,imported schnapps,goldschlager cinnamon schnapps,750.0,87.0,imported,schnapps
411,5061,1012210.0,single malt scotch,glenlivet 15 year french oak,750.0,80.0,domestic,whiskey
412,64867,1081600.0,whiskey liqueur,fireball cinnamon whiskey,1000.0,80.0,domestic,whiskey
413,10548,1012100.0,canadian whiskies,black velvet toasted caramel,1750.0,70.0,domestic,whiskey
414,87499,1022200.0,100% agave tequila,dulce vida blanco,750.0,80.0,domestic,tequila
415,86668,1011400.0,tennessee whiskies,jack daniels tennessee honey mini,500.0,70.0,domestic,whiskey
416,50686,1052100.0,imported brandies,st. remy vsop napoleon brandy,750.0,80.0,imported,brandy
417,35914,1031100.0,american vodkas,five o'clock vodka,375.0,80.0,domestic,vodka
418,77055,1091100.0,american distilled spirit specialty,sir winston peach,750.0,70.0,domestic,other
419,34821,1032100.0,imported vodkas,svedka vodka,1750.0,80.0,imported,vodka
420,34395,1032200.0,imported flavored vodka,effen cucumber,750.0,75.0,imported,vodka
421,64863,1081600.0,whiskey liqueur,fireball cinnamon whiskey,200.0,66.0,domestic,whiskey
422,80488,1081200.0,cream liqueurs,tippy cow shamrock mint,750.0,28.0,domestic,liqueur
423,43387,1062200.0,puerto rico & virgin islands rum,castillo silver rum,1000.0,80.0,domestic,rum
424,75221,1081300.0,american cordials & liqueur,kinky green,750.0,34.0,domestic,liqueur
425,30528,1041100.0,american dry gins,hawkeye gin,1750.0,80.0,domestic,gin
426,72911,1701100.0,temporary & specialty packages,captain morgan orange vanilla twist,750.0,60.0,domestic,other
427,15763,1012400.0,irish whiskies,glass manor irish whiskey,750.0,80.0,domestic,whiskey
428,37986,1031080.0,vodka 80 proof,skyy vodka,750.0,80.0,domestic,vodka
429,40048,1031200.0,american flavored vodka,new amsterdam grapefruit,750.0,70.0,domestic,vodka
430,66636,1082900.0,misc. imported cordials & liqueurs,romana sambuca italian liquore,750.0,84.0,imported,liqueur
431,36874,1031100.0,american vodkas,blue ox vodka,1000.0,80.0,domestic,vodka
432,34456,1032100.0,imported vodkas,ketel one imported vodka,750.0,80.0,imported,vodka
433,57125,1071100.0,cocktails /rtd,chi-chi's gold margarita,1750.0,25.0,domestic,cocktails
434,34972,1032200.0,imported flavored vodka,three olives cherry vodka,750.0,70.0,imported,vodka
435,59193,1071100.0,cocktails /rtd,jose cuervo authentic cherry limeade,1750.0,20.0,domestic,cocktails
436,78073,1031200.0,american flavored vodka,smirnoff zero sugar infusion strawberry & rose,750.0,60.0,domestic,vodka
437,26585,1011400.0,tennessee whiskies,gentleman jack,375.0,80.0,domestic,whiskey
438,58866,1071100.0,cocktails /rtd,jose cuervo authentic strawberry margarita,750.0,19.0,domestic,cocktails
439,39922,1031200.0,american flavored vodka,deep eddy peach,750.0,70.0,domestic,vodka
440,89388,1022100.0,mixto tequila,juarez tequila gold,1750.0,80.0,domestic,tequila
441,53216,1051100.0,american brandies,paul masson grande amber brandy,750.0,80.0,domestic,brandy
442,30316,1041100.0,american dry gins,gordon's gin london dry,750.0,80.0,domestic,gin
443,27189,1011600.0,straight rye whiskies,basil hayden dark rye,750.0,80.0,domestic,whiskey
444,56798,1051100.0,american brandies,paul masson pineapple grande amber brandy,750.0,54.0,domestic,brandy
445,58877,1071100.0,cocktails /rtd,jose cuervo golden strawberry margarita,1750.0,25.0,domestic,cocktails
446,36965,1031100.0,american vodkas,new amsterdam 80prf mini,50.0,80.0,domestic,vodka
447,28043,1011200.0,straight bourbon whiskies,jim beam vanilla,750.0,65.0,domestic,whiskey
448,89626,1022200.0,100% agave tequila,patron reposado tequila,750.0,80.0,domestic,tequila
449,8826,1012200.0,scotch whiskies,lauder's scotch,750.0,80.0,domestic,whiskey
450,14523,1012100.0,canadian whiskies,revel stoke peach,750.0,70.0,domestic,whiskey
451,77858,1031200.0,american flavored vodka,smirnoff whipped cream,750.0,60.0,domestic,vodka
452,19486,1011200.0,straight bourbon whiskies,maker's 46,750.0,94.0,domestic,whiskey
453,12478,1012100.0,canadian whiskies,canadian mist canadian why pet,1750.0,80.0,domestic,whiskey
454,68037,1081200.0,cream liqueurs,baileys original irish cream,1000.0,34.0,domestic,liqueur
455,84226,1081400.0,american schnapps,99 strawberries mini,50.0,99.0,domestic,schnapps
456,41703,1031200.0,american flavored vodka,uv red cherry mini,50.0,60.0,domestic,vodka
457,34052,1032200.0,imported flavored vodka,absolut raspberri,750.0,80.0,imported,vodka
458,38056,1031100.0,american vodkas,swell vodka,750.0,80.0,domestic,vodka
459,26858,1011600.0,straight rye whiskies,templeton 4yr rye,375.0,80.0,domestic,whiskey
460,40594,1031200.0,american flavored vodka,new amsterdam peach,750.0,70.0,domestic,vodka
461,86884,1081600.0,whiskey liqueur,southern comfort,375.0,70.0,domestic,whiskey
462,27604,1011200.0,straight bourbon whiskies,knob creek smoked maple,750.0,90.0,domestic,whiskey
463,27605,1011100.0,blended whiskies,tin cup,750.0,84.0,domestic,whiskey
464,82187,1081400.0,american schnapps,arrow spearmint schnapps,1000.0,54.0,domestic,schnapps
465,8828,1012200.0,scotch whiskies,lauder's,1750.0,80.0,domestic,whiskey
466,87510,1022200.0,100% agave tequila,1800 silver tequila,750.0,80.0,domestic,tequila
467,86987,1011400.0,tennessee whiskies,ole smoky salty watermelon whiskey,750.0,60.0,domestic,whiskey
468,43328,1062200.0,puerto rico & virgin islands rum,captain morgan white,750.0,80.0,domestic,rum
469,40053,1031200.0,american flavored vodka,deep eddy lemon,750.0,70.0,domestic,vodka
470,73986,1081300.0,american cordials & liqueur,di amore amaretto,750.0,42.0,domestic,liqueur
471,64250,1082000.0,imported cordials & liqueurs,averna amaro,750.0,58.0,imported,liqueur
472,84152,1081400.0,american schnapps,99 oranges mini,50.0,99.0,domestic,schnapps
473,43137,1062500.0,flavored rum,bacardi limon,1000.0,70.0,domestic,rum
474,75210,1081900.0,misc. american cordials & liqueurs,kinky liqueur,750.0,34.0,domestic,liqueur
475,19063,1011200.0,straight bourbon whiskies,jim beam,200.0,80.0,domestic,whiskey
476,77847,1031200.0,american flavored vodka,smirnoff vanilla,750.0,70.0,domestic,vodka
477,89154,1022200.0,100% agave tequila,don julio reposado,750.0,80.0,domestic,tequila
478,8825,1012200.0,scotch whiskies,lauder's scotch traveler,750.0,80.0,domestic,whiskey
479,36901,1031100.0,american vodkas,mccormick vodka mini,500.0,80.0,domestic,vodka
480,18348,1011200.0,straight bourbon whiskies,four roses small batch,750.0,90.0,domestic,whiskey
481,43024,1062400.0,spiced rum,admiral nelson spiced rum,375.0,70.0,domestic,rum
482,15776,1012300.0,single malt scotch,bushmills irish whiskey,750.0,80.0,domestic,whiskey
483,88540,1022200.0,100% agave tequila,hornitos lime shot,750.0,70.0,domestic,tequila
484,41625,1031200.0,american flavored vodka,uv grape vodka,1750.0,60.0,domestic,vodka
485,4866,1012200.0,scotch whiskies,dewars white label scotch,750.0,80.0,domestic,whiskey
486,52597,1051100.0,american brandies,e & j vs brandy square,1000.0,80.0,domestic,brandy
487,56193,1051100.0,american brandies,paul masson peach grande amber brandy,200.0,54.0,domestic,brandy
488,12404,1012100.0,canadian whiskies,canadian ltd whisky,375.0,80.0,domestic,whiskey
489,45276,1062200.0,puerto rico & virgin islands rum,paramount white rum,750.0,80.0,domestic,rum
490,78133,1031200.0,american flavored vodka,smirnoff pink lemonade,750.0,60.0,domestic,vodka
491,64868,1081600.0,whiskey liqueur,fireball cinnamon whiskey,1750.0,66.0,domestic,whiskey
492,62061,1071100.0,cocktails /rtd,kahlua frozen mudslide,1750.0,25.0,domestic,cocktails
493,37889,1031100.0,american vodkas,seagrams extra smooth vodka,375.0,80.0,domestic,vodka
494,67522,1081100.0,coffee liqueurs,kahlua coffee liqueur mini,500.0,40.0,domestic,liqueur
495,32238,1041100.0,american dry gins,seagrams extra dry gin,1750.0,80.0,domestic,gin
496,39866,1031100.0,american vodkas,smirnoff vodka 100 prf,750.0,100.0,domestic,vodka
497,10791,1012100.0,canadian whiskies,crown royal vanilla,750.0,70.0,domestic,whiskey
498,63530,1071100.0,cocktails /rtd,salvador's original margarita pet,1750.0,26.0,domestic,cocktails
499,6016,1701100.0,temporary & specialty packages,lagavulin offerman edition finished in guinness casks,750.0,92.0,domestic,other
500,76487,1081010.0,american amaretto,paramount amaretto,1000.0,50.0,domestic,liqueur
501,987901,1022200.0,100% agave tequila,amor extra anejo,750.0,80.0,domestic,tequila
502,42703,1062500.0,flavored rum,malibu pineapple rum,750.0,42.0,domestic,rum
503,34189,1032200.0,imported flavored vodka,effen black cherry vodka,750.0,75.0,imported,vodka
504,41989,1031200.0,american flavored vodka,uv cake vodka,750.0,60.0,domestic,vodka
